no,nama,vote_average,vote_count,type,htm_weekday,htm_weekend,latitude,longitude,description
322,Taman Lampion (Taman Pelangi),"4,3",757,"Desa Wisata, Buatan",15000,20000,"-7,7503631","110,3698154","Taman lampion atau juga sering disebut taman pelangi monjali adalah salah satu wisata saat malam hari yang bisa Anda kunjungi bersama keluarga atau teman. Selain berjalan-jalan menikmati gemerlap lampu, anda juga bisa melakukan kegiatan seru lainnya seperti dengan mengendarai becak mini, bermain bola air, bugee jumping, ATV, trampolin, perahu dayung, kereta mini dan lain-lain. Asiknya lagi, area wisata Taman Lampion, juga sering diadakan live konser musik."
69,Monumen Perjuangan TNI AU,"4,5",748,Budaya dan Sejarahh,6000,6000,"-7,8407981","110,3764617","Monumen ini merupakan simbol penghormatan atas perjuangan Tentara Nasional Indonesia Angkatan Udara dalam mempertahankan kedaulatan negara. Terletak di kompleks Lanud Adisutjipto, monumen ini menyuguhkan koleksi pesawat tempur bersejarah serta dokumentasi perjuangan TNI AU. Tempat ini cocok untuk wisata edukatif sekaligus menumbuhkan rasa nasionalisme."
33,Jogja Exotarium,"4,4",746,Buatan,20000,20000,"-7,728816","110,358356","Di Mini Zoo Jogja Exotarium pengunjung dapat menyaksikan aneka satwa seperti reptil, hewan nocturnal, kelinci. Pengunjung dapat pula melakukan aktivitas seperti memancing, belajar berkuda atau memanah. Selain itu terdapat pula berbagai spot selfie, playground anak atau outbound. .Kehadiran Mini Zoo Jogja Exotarium yang dikemas sebagai taman wisata edukasi diharapkan menjadi wahana pengetahuan tentang satwa atau binatang."
59,Museum Kereta Karaton,"4,7",735,Budaya dan Sejarah,20000,20000,"-7,8054476","110,3627375","Museum ini menampilkan koleksi kereta kencana milik Keraton Yogyakarta yang digunakan sejak era Kesultanan. Pengunjung dapat melihat langsung kereta-kereta antik yang sarat nilai sejarah dan budaya Jawa. Museum ini sangat cocok bagi pecinta sejarah dan budaya, sekaligus memperkaya wawasan tentang tradisi keraton."
427,Watu Payung,"4,4",730,Alam,0,0,"-7,793477","110,520934","Watu Payung adalah destinasi alam yang menawarkan pemandangan menakjubkan dari perbukitan di Gunungkidul. Tempat ini terkenal dengan sunrise-nya yang memukau, terutama saat cuaca cerah. Cocok untuk kamu yang mencari ketenangan, berfoto dengan latar alam, atau sekadar menikmati udara segar pegunungan."
34,Goa Rancang Kencono,"4,3",719,Alam,15000,15000,"-7,948864351","110,4926828","Goa Rancang Kencono adalah gua purba yang dipercaya menjadi tempat pertapaan dan persembunyian para pejuang. Di dalam gua terdapat ruangan luas serta pohon besar yang tumbuh dari dasar gua, menciptakan suasana mistis dan eksotis. Tempat ini menyuguhkan kombinasi antara wisata alam dan sejarah yang unik."
359,Sumur Gumuling,"4,5",718,Budaya dan Sejarah,10000,10000,"-7,8087911","110,3591825",Sumur Gumuling adalah salah satu tempat untuk ibadah atau kegiatan agama pada masa lalu. Sumur Gumuling merupakan masjid pada zaman pemerintahan Sri Sultan Hamengkubuwana I dan II
476,Kali Talang,"4,5",716,"Alam, Buatan",10000,10000,"-7,5802065","110,4606903","Kali Talang berada di ketinggian sekitara 1.160 meter di atas permukaan laut (MDPL). Dari Kali Kalang, puncak Merapi seakan begitu dekat dengan panorama vegetasi di kawasan Taman Nasional Gunung Merapi. Objek wisata yang berada di perbatasan Jawa Tengah (Jateng) dan DIY itu menjadi salah satu spot terbaik untuk mengabadikan puncak Merapi."
439,Kawasan Ekowisata Gunung Api Purba Nglanggeran,"4,5",709,"Alam, Wisata Air",30000,30000,"-7,841986","110,5415759","Kawasan Ekosistem Gunung Purba Nglanggeran atau yang biasa disebut Gunung Nglanggeran ini merupakan kawasan yang litologinya disusun oleh material vulkanik tua, berbentuk gunung batu raksasa yang membentang sepanjang kurang lebih 800 meter dengan tinggi mencapai 300 meter. Gunung Nglanggeran dinyatakan sebagai gunung api purba dari hasil penelitian dan refrensi yang ada. Sekitar 60-70 juta tahun yang lalu Gunung tersebut merupakan gunung berapi aktif."
417,Pantai Ngetun,"4,5",709,Pantai,15000,15000,"-8,1703641","110,6526446",Pantai Ngetun adalah keindahan yang sempurna dari Yogyakarta khususnya Gunung Kidul. Keindahan biota lautnya memang tidak bisa dihindarkan
220,Desa Wisata Tinalah (Dewi Tinalah - Wisata Jogja),"4,3",701,Budaya dan Sejarah,,,"-7,6955738","110,195883","Desa wisata yang berada di Kulon Progo ini menawarkan pengalaman menyatu dengan alam dan budaya lokal. Dewi Tinalah menggabungkan edukasi, konservasi, dan aktivitas outdoor seperti camping, tracking, serta pembelajaran sejarah perjuangan."
2,Selopamioro Adventure Park,"4,5",696,"Alam, Wisata Air",30000,30000,"-7,945376682","110,4266714",Kegiatan outbond di lokasi Selopamioro Adventure Park sangat memanjakan para konsumen untuk menikmati alam. Fasilitas outbond berupa permainan air dan darat dari level anak anak sampai dengan dewasa bisa menjadi rekomendasi anda dan rekan kerja selanjutnya untuk mencoba outbond di Selopamioro Adventure Park.
182,Goa Kebon,"4,3",659,Alam,0,0,"-7,8870828","110,1866704","Goa alami yang tersembunyi di pedalaman Gunungkidul, menawarkan pemandangan stalaktit dan stalagmit alami yang masih asri. Cocok untuk penjelajah alam dan pecinta kegiatan caving yang menantang."
506,EMBUNG JETIS SURUH,"4,2",651,Wisata Air,0,0,"-7,6745388","110,3845035","Embung (waduk kecil) ini tidak hanya berfungsi sebagai irigasi, tetapi juga menjadi spot wisata dengan pemandangan perbukitan yang indah. Sangat cocok untuk bersantai sore sambil menikmati matahari terbenam."
477,Sabo Bronggang Argomulyo Cangkringan Sleman,"4,5",648,Alam,,,"-7,6639874","110,4646727",Sabo dam ini merupakan bangunan penahan lahar dingin Gunung Merapi. Kini juga difungsikan sebagai area edukasi mitigasi bencana dan spot foto berlatar Gunung Merapi yang megah.
361,Bale Banjar Sangkring,"4,6",633,Budaya dan Sejarah,25000,25000,"-7,8122863","110,343125","Galeri seni kontemporer yang menjadi ruang ekspresi kreatif seniman Yogyakarta. Selain pameran seni, tempat ini juga menjadi ruang diskusi, pertunjukan, dan kegiatan budaya."
200,Desa Wisata Nglinggo,"4,4",616,Alam,5000,5000,"-7,647668","110,141878","Terletak di perbukitan Menoreh, desa ini menyuguhkan kebun teh, sunrise cantik, dan budaya lokal yang kental. Wisatawan dapat mencoba glamping, tracking, dan belajar proses pembuatan teh."
98,Gereja Sayidan,"4,2",616,Budaya dan Sejarah,0,0,"-7,8035488","110,3698419","Bangunan bergaya gotik yang ikonik di tepi Sungai Code, sering dijadikan latar foto karena arsitekturnya yang unik. Meski bukan tempat ibadah aktif, gereja ini menarik perhatian banyak wisatawan."
275,Pinus pengger Yogyakarta,"4,6",605,Alam,5000,5000,"-7,8712723","110,459653","Wisata hutan pinus yang terkenal dengan spot foto ikonik berbentuk tangan raksasa, rumah pohon, dan jembatan cinta. Cocok untuk foto Instagram, wisata malam, dan menikmati udara sejuk pegunungan."
319,D'Walik,"4,5",599,"Museum,",40000,50000,"-7,8163681","110,3866164",Museum ilusi optik yang menyuguhkan berbagai instalasi foto 3D dan ruang terbalik. Sangat cocok untuk wisata keluarga dan penggemar konten foto unik di media sosial.
311,Wisata Watu Amben,"4,5",592,Alam,5000,5000,"-7,8498077","110,4770954","Terletak di kawasan Bukit Bintang, Watu Amben adalah spot kuliner dan pemandangan city light Yogyakarta dari ketinggian. Paling ramai saat malam dengan suasana romantis."
294,Gua Cerme,"4,4",587,Alam,7000,10000,"-7,9794413","110,3803114","Gua Cerme adalah gua alam bersejarah yang terletak di Bantul, Yogyakarta. Gua ini memiliki panjang sekitar 1,5 kilometer dan menyuguhkan petualangan bawah tanah lengkap dengan aliran sungai, stalaktit, dan stalagmit yang indah. Dahulu, gua ini digunakan sebagai tempat pertemuan para tokoh Walisongo untuk menyebarkan agama Islam. Kini, Gua Cerme menjadi destinasi favorit bagi pecinta alam dan wisata petualangan"
232,Candi Barong,"4,6",565,Budaya dan Sejarah,5000,10000,"-7,7756537","110,4973011","Candi Hindu peninggalan abad ke-9 ini terletak di perbukitan, menyuguhkan pemandangan indah serta suasana tenang. Candi ini dikenal karena arsitekturnya yang unik dan letaknya yang tersembunyi."
324,Nol Kilometer Jl.Malioboro,"4,7",565,Budaya dan Sejarah,0,0,"-7,8013803","110,3647652","Titik pusat kota Yogyakarta yang menjadi tempat berkumpulnya wisatawan, seniman jalanan, dan berbagai kegiatan publik. Landmark penting yang sering dijadikan titik awal penjelajahan Malioboro."
297,Mojo Gumelem Hill,"4,3",551,Alam,5000,5000,"-7,9559784","110,4341083","Destinasi wisata alam yang belum terlalu ramai, menawarkan panorama sunrise dan sunset dengan suasana damai. Tempat yang pas untuk healing dan menikmati pemandangan hijau."
384,Pantai Midodaren,"4,5",550,Pantai,10000,15000,"-8,1255992","110,521558","Pantai yang masih alami di kawasan Gunungkidul, cocok untuk yang ingin menikmati keindahan laut tanpa keramaian. Pasir putih dan batuan karang menambah pesona tempat ini"
374,Pantai Seruni,"4,5",527,Pantai,10000,15000,"-8,159907","110,6315752","Pantai tersembunyi yang masih jarang dijamah wisatawan. Keindahannya terletak pada hamparan pasir putih dan suasana yang tenang, ideal untuk menyendiri atau piknik kecil."
230,Candi Gebang,"4,5",518,Budaya dan Sejarah,5000,5000,"-7,7514654","110,4162887","Candi kecil bergaya Hindu yang terletak di area pemukiman warga. Meski mungil, candi ini menyimpan nilai sejarah yang tinggi dan menjadi bukti keberadaan peradaban kuno di Sleman."
56,Kekayon Museum,"4,2",504,Budaya dan Sejarah,20000,20000,"-7,8145939","110,4130604","Museum budaya yang menyimpan koleksi wayang, batik, dan benda-benda seni khas Jawa. Tempat ini juga sering menjadi lokasi edukasi budaya dan seni pertunjukan wayang."
40,Museum Wayang Kekayon,"4,2",504,Budaya dan Sejarah,20000,20000,"-7,81406244","110,4131033","Museum Wayang Kekayon ini didirikan oleh almarhum Prof. DR. dr. KPH. Soejono Prawirohadikusumo (Guru besar UGM sekaligus dokter ahli saraf jiwa) dan diresmikan oleh KGPAA Paku Alam VIII pada tahun 1991. Museum ini mengoleksi berbagai jenis wayang yang ada di Indonesia. Selain sebagai tujuan wisata seni budaya, museum ini juga memiliki fungsi pendidikan, wahana penelitian, dan rekreasi. Wayang merupakan kekayaan luhur budaya bangsa Indonesia yan Museum ini juga nyaman dan asri dengan taman parkir luas serta pendapa megah untuk perayaan pernikahan, pameran, pertemuan, sarasehan, dan lain-lain.g patut kita banggakan. Terbukti atas pengakuan UNESCO atas wayang sebagai warisan pusaka dunia."
149,Waterbyur Taman Air,"4,2",501,Wisata Air,15000,20000,"-7,8814715","110,3394116","Waterbyur adalah taman air keluarga yang menawarkan berbagai wahana permainan air seperti kolam renang anak, seluncuran, dan ember tumpah. Tempat ini cocok untuk liburan keluarga dengan suasana yang aman, nyaman, dan menyenangkan."
429,Batu Papal,"4,2",497,Alam,0,0,"-7,789479","110,5185664","Batu Papal adalah kawasan wisata alam di perbukitan Gunungkidul dengan hamparan batu kapur besar dan pemandangan menakjubkan. Spot ini populer untuk menikmati sunrise dan sunset, serta sebagai tempat foto estetik di alam terbuka."
48,Museum TNI AD Dharma Wiratama,"4,7",483,Budaya dan Sejarah,0,0,"-7,7823778","110,3754172","Museum ini menyajikan sejarah panjang TNI Angkatan Darat melalui koleksi senjata, kendaraan militer, seragam, dan dokumentasi perjuangan. Terletak di jantung Kota Yogyakarta, museum ini menjadi sarana edukasi nasionalisme dan militer bagi pengunjung segala usia."
55,Museum of Indonesian Education,"4,6",480,Budaya dan Sejarah,2500,2500,"-7,774829","110,387176",Museum edukatif yang menampilkan perkembangan sistem pendidikan di Indonesia dari masa ke masa. Cocok untuk pelajar dan keluarga yang ingin mengetahui sejarah pendidikan nasional secara visual dan interaktif.
3,Tebing Gunung Gajah,"4,5",457,Alam,5000,5000,"-7,776247027","110,1061368","Letaknya di dataran tinggi, dengan view pemandangan perbukitan dan menoreh yang hijau, dan terdapat Waduk Sermo di tengahnya. Selain spot fotonya kemudian juga terdapat spot foto love lock, sky bar, dan fancy termasuk wahana outbound selain dari beberapa spot fotografi dengan tema tertentu."
475,Kalikuning Park,"4,4",443,Buatan,7500,7500,"-7,5923466","110,4414633","Terletak di lereng Gunung Merapi, Kalikuning Park menawarkan wisata alam dengan panorama hutan pinus, aliran sungai, dan udara segar. Tempat ini sering dijadikan lokasi piknik, camping, dan aktivitas alam lainnya."
7,Bukit Pengilon,"4,6",439,Alam,5000,5000,"-8,185458711","110,6917217","Nama bukit Pengilon berasal dari bahasa Jawa yang berarti cermin, karena di bukit ini terdapat batu yang mirip sekali dengan cermin. Areanya menyejukkan serta sangat luas. Bahkan saking luasnya destinasi ini, banyak wisatawan yang melakukan tracking hingga camping dan mendirikan tenda di sana. Tak hanya itu, tempat satu ini juga akan memanjakan mata anda. Anda bisa mengabadikan foto dengan pemandangan indah yang berlatar belakang laut."
213,Punthuk Mongkrong,"4,4",426,Alam,10000,10000,"-7,6345","110,174606","Destinasi sunrise populer yang menawarkan panorama Gunung Merapi dan Pegunungan Menoreh dari ketinggian. Terdapat gardu pandang dan spot foto alam yang romantis, cocok untuk wisata alam maupun healing singkat."
155,LEGAWONG,"4,4",423,Buatan,0,0,"-7,8235991","110,3928814","LEGAWONG adalah destinasi alam yang menawarkan konsep wisata outdoor dengan camping ground, kebun, dan area edukasi lingkungan. Cocok untuk kegiatan komunitas, sekolah, atau keluarga yang ingin menikmati wisata hijau."
286,Gunung Mungker,"4,3",416,Alam,5000,5000,"-7,8758728","110,4578762","Gunung kecil yang menawarkan panorama kota dari ketinggian, dengan suasana sejuk dan jalan pendakian yang ramah bagi pemula. Spot ini juga cocok untuk pengamatan bintang dan menikmati city light Yogyakarta di malam hari."
312,Wisata Alam Watu Lawang,"4,2",413,Alam,10000,10000,"-7,9378555","110,4181981","Terkenal dengan gardu pandangnya yang ikonik, Watu Lawang menyajikan keindahan hutan pinus dan panorama lembah. Tempat ini sangat cocok untuk foto Instagram, bersepeda, atau sekadar menikmati ketenangan alam."
218,Kedung Pengilon,4,412,Buatan,0,0,"-7,8560863","110,288863","Air terjun kecil dengan kolam alami berair jernih yang berada di tengah pedesaan. Tempat ini cocok untuk berenang, piknik, atau healing sambil menikmati suara alam yang menenangkan."
510,Lembah Bendo Camping Ground and Outdoor Activity,"4,3",401,Alam,15000,15000,"-7,6138414","110,4312632","Area camping luas yang berada di tengah alam asri dengan fasilitas lengkap untuk kegiatan luar ruangan seperti outbound, api unggun, dan edukasi alam. Cocok untuk kegiatan komunitas, sekolah, atau keluarga pencinta alam."
372,Congot Beach,"4,3",400,Pantai,6000,6000,"-7,9075425","110,0535658","Pantai yang terletak di ujung barat Kulon Progo ini terkenal dengan pemandangan muara sungai dan hutan bakau. Cocok untuk menikmati sunset dan fotografi alam, serta melihat aktivitas nelayan lokal."
174,Taman Wana Winulang,4,396,Buatan,0,0,"-7,856079","110,166051","Destinasi alam yang menawarkan wisata edukasi hutan dan pelestarian lingkungan. Taman ini cocok untuk keluarga, pelajar, dan pecinta alam yang ingin lebih dekat dengan keanekaragaman flora."
53,Museum of Biology UGM,"4,4",389,Budaya dan Sejarah,7000,7000,"-7,8017655","110,3744009","Museum edukatif milik Universitas Gadjah Mada ini memiliki koleksi ribuan spesimen hewan, tumbuhan, dan fosil. Tempat ini sangat cocok untuk pelajar dan peneliti yang ingin belajar tentang keanekaragaman hayati Indonesia."
107,Tamansari Keraton,"4,6",386,Budaya dan Sejarah,15000,15000,"-7,8102151","110,358903",Kompleks bekas taman kerajaan Kesultanan Yogyakarta yang dulunya digunakan untuk tempat pemandian dan tempat meditasi para raja. Arsitekturnya unik dan sarat akan nilai sejarah.
364,Trisik Beach,"3,9",383,Pantai,6000,6000,"-7,9673349","110,182607","Pantai yang masih alami di Kulon Progo, populer untuk melihat burung migran dan aktivitas nelayan. Terdapat juga konservasi penyu yang menambah nilai edukatif dari tempat ini."
497,Gardu Pandang Merapi,"4,3",377,Alam,5000,5000,"-7,5926693","110,4250243",Tempat terbaik untuk menikmati pemandangan Gunung Merapi secara langsung. Cocok untuk wisatawan yang ingin melihat keindahan dan kekuatan alam dari jarak aman.
350,Tamansari Water Castle,"4,6",359,Budaya dan Sejarah,15000,15000,"-7,8100369","110,3591915","Salah satu ikon sejarah di Yogyakarta, berupa kompleks bangunan bekas tempat pemandian putri keraton. Dikenal karena lorong-lorong bawah tanah dan bangunan artistik untuk spot foto."
214,Gunung Gamping,"4,3",350,Budaya dan Sejarah,10000,10000,"-7,8046696","110,3196567",Bukit kapur yang menawarkan wisata edukasi geologi. Tempat ini cocok untuk tracking ringan sambil belajar tentang formasi batuan karst di Yogyakarta.
217,Puncak Kleco Desa Wisata Tinalah,"4,5",337,Alam,10000,10000,"-7,7125459","110,2045109","Spot sunrise yang berada di kawasan Menoreh, dengan gardu pandang dan suasana sejuk khas pegunungan. Dikenal sebagai tempat healing dan foto-foto berlatar alam."
416,Pantai Butuh,"4,4",334,Pantai,5000,5000,"-8,1117719","110,4855447",Pantai tersembunyi di Gunungkidul yang menawarkan ketenangan dan keindahan alami. Cocok untuk wisatawan yang ingin menjauh dari keramaian dan menikmati pantai secara privat.
483,Stonehenge Yogyakarta,"4,4",332,Alam,10000,10000,"-7,6024289","110,4480035",Replika situs prasejarah Stonehenge yang berada di kaki Gunung Merapi. Tempat ini menjadi daya tarik foto dan edukasi budaya populer yang unik di kawasan Merapi.
432,Snack Wonderland,"4,1",327,Buatan,10000,10000,"-7,7721185","110,4311704",Destinasi wisata kuliner dan edukatif yang menyajikan aneka camilan khas Indonesia dalam konsep interaktif dan Instagramable. Cocok untuk wisata keluarga dan anak-anak.
450,Wisata Alam Jurug Gedhe,4,305,Alam,5000,5000,"-7,8240577","110,5367479",Air terjun alami tersembunyi di area perbukitan yang masih asri dan alami. Tempat ini cocok untuk wisata petualangan ringan dan menikmati kesegaran alam.
49,History Of Java Museum (HOJM),"4,5",304,Budaya dan Sejarah,20000,25000,"-7,8439029","110,362261",Museum interaktif yang menyajikan sejarah panjang Pulau Jawa dari zaman prasejarah hingga masa kini menggunakan teknologi AR/VR dan instalasi modern. Edukatif dan futuristik.
426,Village Tourism New Nglepen,4,301,Agorwisata,5000,5000,"-7,8137377","110,5034501",Desa wisata unik yang terkenal dengan rumah-rumah berbentuk dome hasil relokasi pasca gempa. Pengunjung bisa belajar mitigasi bencana dan menyaksikan kehidupan warga yang resilien.
285,puncak bucu,"4,1",299,Alam,5000,5000,"-7,8618548","110,4430834","Puncak bukit yang menawarkan panorama alam terbuka dengan view 360 derajat pegunungan dan hutan. Ideal untuk hiking ringan, menikmati sunrise/sunset, dan fotografi."
78,Museum Sri Sultan Hamengkubuwono IX,"4,7",298,Budaya dan Sejarah,10000,10000,"-7,8083193","110,3644395","Museum yang menyimpan peninggalan pribadi dan catatan sejarah dari Sri Sultan HB IX, tokoh penting dalam kemerdekaan RI. Cocok untuk belajar sejarah nasional dari perspektif Yogyakarta."
212,Taman Kota Wates,"4,5",296,Buatan,0,0,"-7,8584717","110,1600975","Ruang terbuka hijau di tengah Kota Wates yang cocok untuk berolahraga, bersantai, dan menikmati fasilitas taman kota. Tempat favorit warga lokal untuk rekreasi harian."
80,Sasana wiratama,"4,3",294,Budaya dan Sejarah,0,0,"-7,7871244","110,3514031",Museum perjuangan Pangeran Diponegoro yang menyimpan benda-benda peninggalan beliau. Tempat ini menjadi simbol perlawanan terhadap penjajahan dan edukasi sejarah perjuangan bangsa.
1,Taman Tempuran Cikal,"4,4",294,"Alam, Wisata Air",5000,10000,"-7,840562331","110,4494549","Taman Tempuran Cikal terletak di kecamatan Piyungan. Di taman ini, para pengunjung bisa mencoba bermain dengan beberapa wahana yang ada sembari menikmati kesejukan alam. Taman Tempuran Cikal atau biasa disebut TTC terletak di Dusun Cikal, Desa Srimulyo, Kecamatan Piyungan, Kabupaten Bantul. Kata Tempuran ini diambil dari pertemuan antara dua sungai, yaitu sungai gawe dan sungai opak. Taman tempuran ini telah menjadi salah satu obyek wisata baru di daerah Piyungan dan telah dilengkapi dengan beberapa fasilitas seperti wahana speed boat, kapal, kano, ATV, mini trail, flying fox, outbound, taman bermain, gazebo, tempat parkir yang luas, dan toilet. Ditaman ini, pengunjung juga bisa menikmati macam-macam kuliner yang"
328,Sukunan Tourism Village,"4,4",290,Agrowisata,0,0,"-7,7836412","110,3364013","Desa Wisata Sukunan adalah salah satu pelopor desa wisata berbasis lingkungan di Yogyakarta yang terletak di Kecamatan Gamping, Sleman. Desa ini dikenal karena komitmennya terhadap prinsip ekowisata, pengelolaan sampah mandiri, dan penerapan gaya hidup ramah lingkungan. Pengunjung dapat belajar tentang pengolahan limbah, membuat kerajinan dari barang bekas, serta menikmati suasana pedesaan yang asri dan edukatif. Cocok untuk wisata edukasi, studi lingkungan, dan inspirasi gaya hidup berkelanjutan."
434,Bukit Tompak,"4,5",277,Alam,3000,3000,"-7,844259","110,4557031","Bukit dengan panorama alam terbuka yang indah, cocok untuk berburu sunrise atau menikmati ketenangan alam dengan suasana perbukitan khas Yogyakarta."
304,Taman Glugut,4,274,Agorwisata,0,0,"-7,8777976","110,3939277","Wisata alam keluarga yang berada di tepi Sungai Opak. Menyediakan fasilitas gazebo, spot foto, dan wahana anak-anak, serta jalur bersepeda santai di tengah pepohonan bambu."
132,Taman Nggirli,"4,3",270,Wisata Air,0,0,"-7,8403441","110,4537568","Taman komunitas di pedesaan yang menawarkan suasana alami dan kegiatan sosial edukatif, seperti bercocok tanam dan belajar lingkungan."
234,Candi Bubrah,"4,3",261,Budaya dan Sejarah,40000,40000,"-7,7465277","110,4929268","Candi Budha yang terletak di kawasan Prambanan, bernama “Bubrah” karena kondisinya dulu rusak. Kini menjadi spot sejarah dan arkeologi yang menarik."
357,Plengkung Wijilan,"4,6",261,Kuliner,0,0,"-7,8038148","110,3666102",Gerbang benteng tua peninggalan Keraton Yogyakarta. Sering dijadikan spot foto dan penanda akses menuju kawasan kuliner gudeg Wijilan.
222,Candi Kedulan,"4,5",260,Budaya dan Sejarah,0,0,"-7,742562","110,4696979",Candi Hindu peninggalan abad ke-9 yang ditemukan terkubur oleh erupsi Merapi. Saat ini masih dalam proses ekskavasi dan pelestarian.
47,Museum Satwa Gembira Loka Zoo,"4,4",258,Buatan,60000,75000,"-7,8053239","110,3980306",Bagian dari Gembira Loka Zoo yang menyajikan koleksi satwa diawetkan dan informasi edukatif seputar hewan langka serta upaya konservasi.
193,Canting Mas Puncak Dipowono,"4,4",248,Alam,12000,12000,"-7,80032","110,128122",Destinasi bukit dengan gardu pandang yang menawarkan panorama Waduk Sermo dan perbukitan Menoreh. Tempat favorit untuk foto dan melihat sunset.
165,Taman Air Menari,"4,3",245,Wisata Air,6000,6000,"-7,80094","110,367805",Taman dengan instalasi air mancur menari yang disinari lampu warna-warni. Cocok untuk wisata malam keluarga dan anak-anak.
186,Curug Banyunibo,"4,1",243,Wisata Air,0,0,"-7,8675423","110,2867568",Air terjun tersembunyi yang berada tak jauh dari Candi Banyunibo. Cocok untuk pengunjung yang menyukai eksplorasi alam dan trekking ringan.
470,Tourism Village East Kaliurang,"4,4",238,Agrowisata,20000,20000,"-7,5965373","110,4312039","Desa wisata di sisi timur kawasan Kaliurang yang menawarkan homestay, aktivitas budaya, serta edukasi vulkanologi seputar Merapi."
452,Karangtengah Tourism Village,"4,3",236,Agrowisata,30000,30000,"-7,9376732","110,3819417","Desa wisata dengan pesona pedesaan dan aktivitas seperti membatik, berkebun, dan membuat jajanan tradisional."
227,Candi Kimpulan,"4,7",233,Budaya dan Sejarah,0,0,"-7,6883712","110,4153399",Candi kecil yang ditemukan di area kampus UII. Merupakan candi Hindu dengan struktur sederhana namun bernilai sejarah tinggi.
215,Dewi Kano Tourism Village Kaligono,"4,4",233,Agrowisata,5000,5000,"-7,7348214","110,0803636","Desa wisata yang berfokus pada konservasi alam, kegiatan pertanian, dan edukasi lingkungan dengan pemandangan pegunungan."
67,ARTJOG MMXIX,"4,7",223,Budaya dan Sejarah,50000,50000,"-7,7996687","110,3533668",Pameran seni kontemporer berskala internasional yang diadakan tahunan di Yogyakarta. Tahun 2019 mengusung tema keberagaman dan inklusivitas.
309,Kedung Tolok,"4,3",223,Wisata Air,0,0,"-7,9632346","110,3838152","Kolam alami yang terbentuk dari aliran sungai, cocok untuk bermain air dan bersantai di suasana alami yang masih asri."
488,Gua Jepang,"4,1",222,Alam,10000,10000,"-7,5879932","110,4305322",Gua peninggalan tentara Jepang di masa Perang Dunia II yang kini menjadi wisata sejarah sekaligus spot hiking di area Kaliurang.
169,Desa Wisata Wanurejo,"4,4",221,Agrowisata,12000,15000,"-7,6117993","110,2179225","Terletak dekat Candi Borobudur, desa ini menawarkan aktivitas seperti membatik, membuat gerabah, dan belajar seni tari tradisional."
192,Cane Gardens Gendhu,"4,4",219,Alam,0,0,"-7,7435927","110,1478405",Kebun bunga yang menawarkan berbagai varietas tanaman hias. Cocok untuk wisata edukasi pertanian dan swafoto.
332,Candi Donotirto,"4,4",213,Budaya dan Sejarah,0,0,"-7,7955613","110,3612095",Candi kecil yang berada di dekat mata air suci. Menarik untuk dikunjungi karena menyatukan unsur arsitektur keagamaan dan alam.
226,Candi Lumbung,"4,4",213,Budaya dan Sejarah,40000,40000,"-7,7481336","110,492962","Candi Budha yang terletak di kompleks Prambanan, memiliki struktur menyerupai lumbung padi dan menjadi bagian dari jejak akulturasi budaya Hindu-Budha."
379,Pantai Somandeng,"4,5",213,Pantai,10000,15000,"-8,1490954","110,6101161",Pantai di Gunungkidul yang tenang dan cocok untuk piknik keluarga. Memiliki garis pantai yang tidak terlalu ramai dengan pasir putih bersih.
190,Series Mahogany Village Nampurejo,"4,4",213,Agrowisata,0,0,"-7,86489","109,9833922","Kompleks wisata alam dan edukasi di tengah hutan mahoni. Menawarkan ketenangan, homestay, dan kegiatan outdoor ramah lingkungan."
407,Pantai Nampu,"4,6",211,Pantai,10000,10000,"-8,1837872","110,7073455","Pantai alami dengan pasir putih dan ombak yang tenang. Ideal untuk relaksasi, bermain air, dan fotografi alam."
257,Candi Indah,"4,2",205,Budaya dan Sejarah,0,0,"-7,7447651","110,4171248","Situs candi kecil yang masih dalam tahap konservasi, namun memiliki nilai sejarah dan arkeologi penting di kawasan Prambanan."
84,Taman Tino Sidin,"4,7",204,Budaya dan Sejarah,5000,10000,"-7,7995125","110,3449674",Taman dan galeri seni yang didedikasikan untuk pelukis sekaligus tokoh pendidikan seni rupa Tino Sidin. Cocok untuk wisata seni keluarga.
87,Stasiun Kereta Api Bantul,"4,4",199,Kuliner,0,0,"-7,887327","110,329554","Bangunan stasiun tua yang kini tidak beroperasi, namun menjadi titik historis transportasi dan jalur rel di wilayah Bantul."
420,Gardu Pandang Mangol Kencana,"4,2",196,Alam,3000,3000,"-7,8378573","110,4890534",Spot gardu pandang yang terletak di perbukitan Kulon Progo. Menawarkan panorama matahari terbit dan cocok untuk kegiatan alam terbuka.
243,Wisata Candi Kembar,"4,5",189,Budaya dan Sejarah,10000,10000,"-7,7401262","110,50544","Dua candi kecil berdampingan yang menawarkan suasana tenang dan nilai sejarah tinggi, terletak di sekitar area pegunungan."
409,Pantai Pasir Puncu,4,188,Pantai,5000,10000,"-7,8540573","109,9130624","Pantai eksotis yang masih belum banyak diketahui wisatawan, dengan pasir bersih dan tebing-tebing batu yang unik."
487,Randu Ijo,"4,2",187,Alam,7000,15000,"-7,5657834","110,3686916",Area wisata dengan konsep agroforestry yang menampilkan pohon randu dan edukasi lingkungan hidup.
334,Bahasa Kopi,"4,6",183,Kuliner,0,0,"-7,7344993","110,3897969","Kafe edukatif yang menggabungkan pengalaman ngopi dengan pelatihan bahasa, diskusi budaya, dan ruang komunitas kreatif."
